track_id,tempo,loudness,mode,artist_name,title,tag_name,weight,tag_desc
TRAGXIB12903CB6859,199.91,-15.654,1,Fursaxa,Nawne Ye,happy,50,makes me happy inside
TRAGXOK128F92CD3CA,204.449,-8.954,1,Golden Smog,Pecan Pie,happy,100,happy
TRAGXQL128F4244A71,67.589,-23.811,1,Luka Bloom,I'll Walk Beside You,relax,100,relax rock
TRAGYDZ12903D0957F,125.994,-7.589,1,Candlebox,Lover Come Back To Me,sad,66,sad
TRAGYEP128F4295B95,110.528,-23.231,0,Trini Lopez,Luna Lunera  (Album Version),relax,100,relax
TRAGZKE128F92C4890,118.993,-9.777,1,Alan Jackson,Laid Back 'n Low Key,relax,100,relaxed
TRAGZTX12903CA07A3,117.89,-16.574,0,Ilhan Ersahin_ Erik Truffaz,Thomas O'Malley,sad,100,sad
TRAHCQZ128F428FA38,80.298,-17.599,1,Catherine Feeny,Why,relax,100,relaxing
TRAHJWO128F92E2CB2,130.044,-3.648,0,Sturm und Drang,Life,sleep,50,music for sleep
TRAHLVO128F42647DB,128.5,-13.591,1,Eddy Mitchell,Be Bop A Lula,happy,100,songs that make me feel happy
TRAHNCE128F426FC80,132.33,-11.115,1,Hooters,Lucy In The Sky With Diamonds,relax,50,warm soft relaxed
TRAHNEC128F145AB01,119.719,-23.067,1,Mylène Farmer,Prologue,relax,50,relax
TRAHOBV128F933CE68,91.007,-11.783,0,Atman,Distant Voices,relax,100,relaxing
TRAHVNM128F426566D,145.03,-5.914,1,Evan and Jaron,Done Hangin' On Maybe,happy,100,happy
TRAHVUG128F9313945,96.234,-11.136,0,Francisco Bochatón,Las Almas,sad,50,sad
TRAHYXC128E078D457,167.619,-11.176,0,Moxy Fruvous,Nuits De Reve,sleep,100,sleep and dreams
TRAHZBM128EF34B6B5,151.951,-7.115,1,Dubstar,Just A Girl She Said,sleep,50,sleepy
TRAHZCU128F934295E,102.032,-12.02,1,Vanessa Da Mata,Onde Ir,relax,70,relax
TRAICVY128F92F586F,200.526,-6.467,1,The Streets,Heaven For The Weather,happy,57,happy
TRAIDNI128F14AB1FF,85.002,-4.103,0,Stu Allan,Take My Hand,happy,100,happy hardcore
TRAIFIG128F428876E,166.96,-4.944,0,Of Montreal,Chrissie Kiss The Corpse (LP Version),happy,100,happy
TRAIGLE128F9309645,160.104,-9.606,0,Karunesh,Morning Celebration,relax,63,relaxing
TRAIIXI128F42405B4,158.654,-6.967,1,Moneen,How Many Other Girls Are There In The World Anyway?,happy,100,emo happy kitty
TRAIJGZ128F4294BC6,146.441,-9.737,1,Laurent Voulzy,Le Capitaine Et Le Matelot,relax,100,relax
TRAIMIS128F421E51F,85.188,-7.563,1,Chemlab,Black Radio (in the Neon Blur),angry,100,like angry nerds sniffing glue
TRAINSA12903D0CEB9,172.124,-6.805,0,Irie Maffia,Slave song,happy,100,happy hippi
TRAIOHW12903CB9483,199.098,-13.101,1,The Bill Gaither Trio,Sweet_ Sweet Spirit,happy,100,Happy Harvest Southern Gospel Music Fan Club
TRAIOSE12903CE063A,77.593,-3.61,1,Timid Tiger,Ina Meena Dika (It's Happening Now),happy,50,happy
TRAIPJT128F9308A4E,98.136,-14.024,1,Gravenhurst,Tunnels,sad,100,beautifulsad
TRAIPJT128F9308A4E,98.136,-14.024,1,Gravenhurst,Tunnels,sleep,100,music to fall asleep to
TRAIVGA128F92E4C0A,151.992,-11.233,1,Tony Allen,Elewon Po,happy,66,unlistenable happy happy joy joy crap
TRAIVXL128F92FA54E,70.047,-6.807,1,Greg Laswell,Through Toledo,sad,60,feeling kind of sad
TRAIWMZ128F428B6D8,116.949,-23.966,0,Steve Erquiaga,Prelude In C Minor From The Well Tempered-Clavier,relax,50,Relaxing Instrumental
TRAIXSL12903CD1974,127.892,-7.539,1,Karen O And The Kids,Heads Up,happy,70,happy
TRAJBEZ128F4253B18,79.076,-21.567,1,ARMS AND SLEEPERS,A Girl Named Clive,relax,100,relax
TRAJBIZ128F4252408,64.901,-23.876,0,Erik Berglund,Angel Of Heaven's Gate,relax,100,harp relax
TRAJEYY128F1485832,92.69,-4.701,0,Darkel,My Own Sun,sleep,50,sleep tight
TRAJFHV128F4274FC0,98.501,-6.804,1,Carlos Ponce,Todo Lo Que Soy,sad,100,slow and sad
TRAJFXR128F93091AB,141.984,-10.823,0,311,1_ 2_ 3,relax,50,relaxing
TRAJGLF128F42872B7,90.03,-10.533,1,The Aluminum Group,Two-Bit Faux Construction,sleep,100,Sleep
TRAJKQZ128F1465490,99.21,-10.131,1,Neal Schon,My Heart Will Go On,relax,50,relax
TRAJLZT128F92F9FE7,108.048,-15.883,1,The Johnny Shines Blues Band,If I Get Lucky,relax,50,relax
TRAJMDJ128F9311082,103.682,-11.703,1,Brenda Holloway,You Can Cry On My Shoulder,sad,100,sad
TRAJRMV128F9329849,123.973,-9.416,1,Culture Kultür,Coma,sad,100,melancholic and sad
TRAJRQN128F42530FC,95.717,-14.705,1,Jerry Goldsmith,Flying High / End Title,happy,100,always makes me happy
TRAJRZP12903CB5E4E,142.893,-6.775,1,Liliput,In A Mess,angry,50,angry chick music
TRAJSHD128F149EDEC,115.011,-3.257,0,Heaven Street Seven,Yeah_ yeah_ yeah,happy,50,happy
TRAJTTS128F426F641,125.03,-8.752,1,Louie Austen,If You Let Me Love You,relax,50,relaxing
TRAJUDL128F42579C7,163.124,-5.994,1,O'Death,Legs To Sin,happy,50,happy
TRAJUPI128F9324529,91.463,-4.12,1,Reel Big Fish,Veronica Sawyer (Album),happy,100,happy
TRAJZLQ128F424E12B,95.514,-5.859,0,matchbox twenty,Bent (Remastered Version),relax,50,relaxing
TRAKJBK128E0789A2F,78.426,-17.713,1,The Polyphonic Spree,Section 20 (Together We're Heavy),sleep,100,sleepytime mix
TRAKJOI12903D0563E,123.974,-7.705,1,Priors,What You Need,happy,66,happy
TRAKLHN128F4217BD4,110.002,-15.234,1,Hird,Keep You Kimi (The Knife Remix),relax,50,relax
TRAKPIY12903CE8443,145.577,-5.638,1,Sleater-kinney,Jumpers (Album),happy,50,Make-Me-Happy Songs
TRAKRQE128F9308670,112.117,-16.75,1,Sadao Watanabe,My Romance,sad,100,sadao watanabe
TRAKVWH128F429DF6F,175.965,-6.743,0,Al Storm,Elektro Therapy,happy,100,happy hardcore
TRAKWIA12903C93C6D,135.547,-23.024,1,Ian Boddy & Robert Rich,Depth Charge,relax,100,relaxing
TRALBZL128F427A84D,126.939,-6.247,1,S Club Juniors,Anytime Anywhere,happy,100,happy shower
TRALERZ128F931DD74,203.527,-9.468,1,Dungen,Målerås finest,relax,50,relaxing
TRALHGT128F92FF359,138.902,-7.926,0,Captain Tractor,Maria's Last Words,sad,50,sad
TRALIEW128F147868C,38.443,-19.814,0,Guillemots,Woody Brown River,sleep,50,music to fall asleep to
TRALLDB128F92FBE05,108.364,-10.093,1,Jean Michel Jarre,Equinoxe_ Pt. 5,happy,50,happy
TRALLDB128F92FBE05,108.364,-10.093,1,Jean Michel Jarre,Equinoxe_ Pt. 5,relax,50,relaxing
TRALLOI128F146A36B,106.108,-25.48,1,Paul Cardall,Redeeming Love,relax,100,relaxing
TRALNDR128F934B06C,120.197,-16.321,0,Brainstorm,Far Away,relax,100,Time To Relax A Little
TRALPID128F9310C22,133.96,-7.351,1,The Tea Party,Silence,relax,66,relaxing
TRALQDV12903CD4FA6,124.334,-18.286,1,Cluster,Breitengrad 20,sad,100,sad
TRALUNR128EF3425DE,104.296,-10.26,1,Jason Mraz,Did You Get My Message?  (Live From Shubas),happy,100,happy
TRALUPL128F92E0570,107.995,-11.303,1,J.Tillman,Crooked Roof,sleep,100,music to fall asleep to
TRALWRY12903CBDBE8,69.761,-22.799,0,Harold Budd_ Clive Wright,The Bells,sad,50,sad
TRALXXZ128F933BD21,90.064,-6.941,1,Kotiteollisuus,Alussa oli,sleep,100,songs to sleep to
TRALZUQ128F1491F37,138.451,-9.828,1,Matt Pond PA,Snow Day (LP Version),happy,50,i could be happy
TRAMBWT128F427C097,90.211,-7.062,1,Whiskeytown,My Heart Is Broken,angry,100,angry breakup
TRAMHRB128F92E58A5,161.862,-6.217,1,Ashley Monroe,Let Me Down Again,sad,50,sad
TRAMJBS128F92F68A6,55.488,-16.969,1,Julie Fowlis,Moladh Uibhist,sad,100,sad
TRAMKOW128F428569F,120.525,-6.381,1,The Mother Hips,Time-Sick Son of a Grizzly Bear,happy,100,happy
TRAMMDD128F4234815,170.1,-4.338,1,The Network,Love And Money (Album Version),happy,100,happy punk
TRAMMDM128F425EAA9,85.964,-6.748,1,Wyclef Jean,Heaven's In New York,relax,100,relax
TRAMMEL128F4227FE6,87.232,-7.172,1,De Mens,Sex Verandert Alles,happy,50,happy
TRAMONR128F425F2DF,107.995,-7.29,0,Disco,Pidä Hyvää Huolta,sleep,100,songs to sleep to
TRAMRZO12903CA82FB,127.719,-9.627,1,Richard Walters,All at sea,sad,50,sad sad songs
TRAMTTD128F42246F3,92.293,-15.631,1,Gene Chandler,Festival Of Love,sad,100,sad
TRAMURE128F92C505B,115.051,-20.698,0,The Heart Throbs,White Laughter,sad,50,sad
TRAMVML128E07947F5,145.862,-7.54,0,Wire Daisies,Make Everything Change,relax,100,relax
TRAMWDI128F92FF678,85.003,-14.372,1,Grizzly Bear,Deep Blue Sea (Daniel Rossen home recording),sad,50,the saddest music in the world
TRAMZGV128F9300AB1,127.996,-9.077,1,Moonbeam,Snowfall (Breaks Mix),sleep,60,Sleep
TRAMZVG12903CDD31E,123.12,-17.931,0,Dominique A,Le Morceau Caché,sleep,50,music for sleepless nights
TRANDAG128F147A2B8,200.344,-5.974,0,The Divine Comedy,Through A Long & Sleepless Night,sleep,50,music for sleepless nights
TRANDLC12903CAA80D,79.548,-3.23,1,MoZella,Magic (Oh Oh Oh),happy,100,happy happy joy joy
TRANDQY128F4271F79,149.633,-10.93,0,Absynthe Minded,I'll Be Alright,relax,50,mpsvd-relax-c
TRANIKG128F92F0176,94.981,-15.539,1,Elias Viljanen,My Guiding Light,relax,100,relaxing
TRANKRS128F4259AA2,110.116,-12.74,1,Harry Reser,I Wonder How I Look When I'm Asleep,sleep,100,songs about sleep or being tired
TRANMKA128F426C3B0,147.256,-9.042,1,Leona Naess,Heavy Like Sunday,sleep,100,music to fall asleep to
TRANQDK128F9326202,100.008,-8.599,0,Scott Matthews,Underlying Lies,angry,100,matthews gets angry
TRANUQN128F429AF84,90.293,-12.4,0,Alexandre Desplat & Aaron Zigman,Main Title,happy,100,happy
TRANXZZ128F4230613,97.243,-27.845,1,Dave Eggar,Sorrow's Call,relax,50,relaxing
TRANYIH128F425DE5D,143.929,-7.615,1,Patrick Fiori,Je Ne Serai Jamais,happy,100,makes me happy
TRANZMW128F92F033A,71.049,-8.569,0,O'Death,Jesus Look Down,sad,100,Sad Bastard
TRAOFDI128F93430BC,112.003,-7.621,1,Lylas,Darling Do You?,happy,50,happy
TRAOGOF128F428AE99,84.987,-5.36,1,Darren Styles,Save Me,happy,81,happy hardcore
TRAOMFI12903C9C01C,92.902,-5.159,1,The Orange Peels,Shining Like Stars,happy,100,happy
TRAOMJB128F9305AB6,109.432,-7.238,1,The Maytals,Tell Me The Reason,sad,50,sad
TRAONNA128F4268CCA,93.976,-7.101,1,Mobb Deep,Where Ya Heart At,relax,50,relaxing
TRAOSFC128F42618F6,138.408,-6.131,1,Harry Connick_ Jr.,Here Comes The Big Parade,happy,50,Happy Music
TRAOSWN128F4294EE1,140.873,-16.011,1,American Music Club,The Sleeping Beauty,sad,100,sadcore
TRAOWRJ128F4274629,91.525,-7.494,1,Jolly Music,Talco Uno,happy,60,happy
TRAOWRJ128F4274629,91.525,-7.494,1,Jolly Music,Talco Uno,relax,100,relaxing
TRAOYLQ128F14995DA,156.589,-14.626,0,Scooter,Waiting For Spring,happy,75,happy hardcore
TRAPBYP128F9326A5C,88.917,-3.677,0,Edgewater,Neglected,sad,100,sad
TRAPFRM128F9344501,98.807,-7.035,1,Kerkko Koskinen,Rakkaus viiltää,sad,100,sad
TRAPHCU128F14823F5,146.357,-11.972,1,The Lemonheads,(My Drug) Buddy (LP Version),sad,100,Sad Bastard
TRAPHFM12903CC6475,169.577,-6.368,1,The Fairways,The Winter Song,happy,66,happy
TRAPIPG128F42521C6,88.772,-6.04,1,Carlos Vives,Decimas,happy,100,happy latin spanish
TRAPKAJ12903CE3DB7,86.601,-12.195,1,Graham Central Station,Happ-E-2-C-U-A-Ginn,happy,100,happy to see you again
TRAPLBQ128F92ECAE4,144.794,-21.976,0,Stendeck,Sssilence_ Sleeping In The Japanese Garden,sleep,100,sleeptronica
TRAPMYI128F4251DFF,100.03,-3.826,1,Language of Flowers,You're the One,happy,50,happy
TRAPQPL128F4272C97,86.706,-5.348,0,Michael Cretu,Goldene Jahre,relax,50,Relaxing Instrumental
TRAPQYJ128F92FA2AE,89.975,-9.929,1,Jump (Little Children),Where She Lies,sad,100,nostalgic sadness
TRAPSMQ128F932FC2C,140.105,-8.11,1,Just Jack,Basement,sad,66,beats procesados
TRAPVFP128F930C5DA,180.646,-8.231,0,A Sunny Day In Glasgow,Lists_ Plans,happy,50,happy careless
TRAPVRU128F9302300,85.03,-6.272,1,SKOLD vs. KMFDM,All Or Nothing,sad,100,sad
TRAQCXM128F4230BAD,71.911,-10.277,1,The Steeles,Left Behind,happy,100,Happy Harvest Southern Gospel Music Fan Club
TRAQDXA128F92CA653,73.605,-11.205,1,Da Lata,Indo,happy,50,happy
TRAQEOP12903CA65E2,139.95,-10.65,1,Shakira,Tú,sad,70,sad
TRAQETN128F4281AE3,78.918,-19.167,1,Low,Tonight,sad,100,sad
TRAQFRZ128F9314098,138.599,-14.17,1,Art Pepper,The Prisoner,sad,100,beautifully sad
TRAQFWF128F428D626,136.945,-26.336,1,Cecil Taylor,Davis (Take 3),sad,100,sad
TRAQHIY128F92EF28B,110.06,-8.015,1,Michael Lington,Angelina,relax,100,NightRelax
TRAQIGW128F92C5C4C,77.323,-7.613,0,Dark Captain Light Captain,Circles,sleep,50,sleepy humpy dancy
TRAQOAJ128F9351A06,76.982,-3.528,1,Atmosphere,Flesh,angry,50,could this chorus be any more motherfucking angry
TRAQTBF128F42732EC,210.066,-8.867,1,Acoustic Alchemy,Senjo Wine,relax,50,relaxing
TRAQZWO128F422AB4D,125.117,-18.979,1,Paul Cardall,Live to Love,relax,57,piano - relaxing
TRARDVC128F4271EE3,96.02,-13.669,0,Aline Khalaf,Hawelt Ansak,sad,100,sad
TRAREDO128F9308567,120.04,-7.827,1,Midival Punditz,Forest Dreams,relax,50,relaxing
TRAREYX128F4251FFE,104.021,-4.93,1,Beatrice / Lys Assia,Sag mir wo wohnen die Engel,relax,100,relax
TRARIOP128F9303FCD,82.992,-8.033,1,Bain Mattox,Rice Paper Heart,relax,100,Relaxing music
TRARIZK128F92FF27A,110.1,-20.172,1,John Cale,Antarctica Starts Here,happy,100,keeps the inner child happy
TRARIZK128F92FF27A,110.1,-20.172,1,John Cale,Antarctica Starts Here,sad,50,make me feel sad
TRARJPL128F931C7D2,136.147,-5.353,0,The Almost,Summer Summer,sad,66,sad
TRARJSH128F146EF62,74.675,-9.219,1,MoZella,Light Years Away (Album Version),sad,60,sad
TRARTGG128F424ABCD,92.591,-8.515,1,Danny Wilson,Get Happy,happy,100,get happy
TRARUBB12903CE03F8,77.972,-8.36,1,Heatmiser,Hitting On The Waiter,sad,100,sad
TRARZHT128F92FF3BA,92.213,-9.672,1,Nautical Almanac,Cohabitation,sad,100,sadomaso
TRASARM12903D03718,131.388,-9.975,1,Black Tambourine,Dream Baby Dream,sleep,100,sleepy
TRASBER128F42BC529,116.415,-17.725,1,Mac Davis,Whoever Finds This_ I Love You,sad,66,beautiful sad
TRASBHU128F9301174,85.635,-12.498,1,Dodie Stevens,Pink Shoe Laces,happy,100,Mood: Happy
TRASBOY128E0785C27,137.803,-15.827,1,The Earlies,Slow Man's Dream,sleep,100,Sleep
TRASDAP128F932E2AD,83.183,-11.844,1,Yanni,Midnight Hymn,happy,100,happy
TRASIKT128F425DD1A,197.982,-9.342,1,Reindeer Section,The Day We All Died,sleep,50,sleeping music
TRASMPY128F42BCE9F,129.947,-6.02,0,Hellogoodbye,Baby_ It's Fact,happy,57,happy
TRASNDA12903CB1B4B,111.915,-6.843,1,Jeremy Fisher,16 MM Dream,sad,100,sad
TRASPOB128F4278870,112.106,-15.52,0,Richmond Fontaine,The Disappearance Of Ray Norton,sad,100,sad
TRASQTU128F421351F,95.369,-5.483,0,Lifesavas,5th Horseman,sleep,50,its not a pillow so dont sleep on it
TRASRMP128F42634E9,119.639,-25.949,0,The Pretty Things,Sad Eye,sad,100,sad
TRASTBP128F429755E,184.154,-7.57,0,Irwin Goodman,Kopla ja kummisetä,sad,100,Sadner station
TRASUMG128F421DD21,95.011,-3.71,0,Blinded Black,A Perfect Murder,happy,50,catchy happy
TRASYGN128F4284C76,145.036,-4.696,1,Dougal & Gammer feat. Jenna,When I Close My Eyes,happy,100,happy hardcore
TRATAXN128F4267A14,140.883,-11.434,1,Vessels,Yuki,sad,80,sad
TRATFES128F932191C,80.625,-16.675,1,Dear Nora,Number Twelve,sleep,50,sleep songs
TRATFOL128F93497FA,150.212,-13.368,1,Elizabeth Mitchell,Three Little Birds,happy,66,happy
TRATGTU128F149D948,183.751,-10.97,0,Carl Craig,Landcrusing,relax,100,relax
TRATGYF128F1476643,143.948,-6.998,1,Motel,A ti,relax,50,relaxing espanol
TRATIBK128F422540B,112.662,-31.283,1,Lullatone,Plastic Toy Record Player,happy,100,this makes me happy
TRATKIX12903D02EB1,94.085,-16.313,1,Johnny Otis Show,You Better Look Out,sad,100,sad
TRATKPX128F1489586,100.022,-5.65,1,Now It's Overhead,Let Up,sad,50,Saddle Creek
TRATMCI128F92F814D,100.257,-11.395,1,The Fireman,Lifelong Passion,relax,100,relaxing
