"track_id","tempo","loudness","mode","artist_name","title"
"TRMABYD128F9306CB3",140.006,-4.463,1,"Circus Maximus","Remember"
"TRMABYX128F422F7EB",120.048,-7.609,0,"Illuminate","Nazareths Sohn"
"TRMABZT12903D04059",125.091,-6.073,1,"Combichrist","Scarred (Club Mix)"
"TRMACAB128F42883AE",151.197,-13.159,1,"Kenny G","Passages"
"TRMACAE128F4237675",147.894,-17.13,0,"Billy Cobham","Situation Comedy (LP Version)"
"TRMACAE128F9306A12",200.069,-3.175,1,"Pastora Soler","Hoy te ries"
"TRMACAF128F930AB41",143.628,-27.774,1,"Joel Frederiksen","Angel Reapers"
"TRMACAH128F92CA05A",153.773,-7.698,1,"Birdman / Chop","Out The Ghetto"
"TRMACAP128F9326E38",113.117,-4.817,0,"Twilightning","The Fiend"
"TRMACBA128F42644FA",137.209,-4.125,1,"FONZIE","Say Hello"
"TRMACBQ12903CA45B2",92.905,-6.252,0,"Genesis Elijah","Intro"
"TRMACBY128F428C2D5",96.909,-7.455,1,"Loona","La Vida Es Una Flor"
"TRMACCK128F9311B27",116.307,-17.862,1,"Jack McDuff","A Time For Love"
"TRMACDG128F428460C",110.041,-13.502,0,"Nôze","Locomaution"
"TRMACDK128F42150C1",179.446,-10.063,1,"Nino Bravo","Libre"
"TRMACDX12903CF0A2E",109.726,-11.084,0,"The Moonglows","When I'm With You"
"TRMACES128F4292AE7",129.376,-6.047,1,"Ryan Malcolm","Home"
"TRMACFE128F4247811",137.284,-20.802,1,"Paul Winter","Dolphin Morning"
"TRMACFN12903CF50B3",174.629,-8.72,1,"Casuarina","É isso aí (Isso é problema dela)"
"TRMACFX128F933B736",116.002,-12.639,0,"Raymond Scott","How High The Moon"
"TRMACHG128F9328329",124.005,-6.073,1,"Tony","Fuego (Tango Argentino)"
"TRMACIH128F9301301",190.018,-4.694,0,"Mc Chris","MC Chris Is Dead"
"TRMACIV128F933C707",101.493,-16.262,1,"Tommy Guerrero","Thirty"
"TRMACJN128F92CDDB6",106.69,-18.502,1,"Robin Beanland/Dweezil Zappa/Nile Rodgers/Rabbit In The Moon","Live"
"TRMACJP128F92F135C",63.293,-6.424,0,"Debra Killings","Surrender"
"TRMACKU128F429C77C",202.024,-15.716,1,"Tom Baxter","A Day In Verona"
"TRMACLL128F9312AF6",160.438,-2.315,1,"CPM22","Ontem"
"TRMACLW128F93418CC",97.171,-4.639,0,"Warren G (featuring Kurupt And Crucial Conflict)","G-Spot (Album Version)"
"TRMACLX128F9315EDC",92.921,-7.473,1,"Korn","All In The Family"
"TRMACMA12903CD0666",120.025,-8.768,1,"Eddy Meets Yannah","Smile"
"TRMACMY128E0785CBB",160.04,-13.174,1,"KathrynWilliams","The Ballad Of Easy Rider"
"TRMACNC128F14A109C",240.131,-8.434,0,"Jack Frost & The Circle Jerks","Shout (Album Version)"
"TRMACNK128F423F01F",136.137,-21.796,1,"Lisa Gerrard_Patrick Cassidy","Elegy"
"TRMACNS128F426E06E",103.812,-11.187,0,"Claw Boys Claw","Horsefly (Recorded In Space) Droopy Tune Version"
"TRMACNV12903CB2D50",130.486,-15.392,1,"Don Francisco","I Could Never Promise You"
"TRMACPE12903CB64CA",87.23,-5.118,1,"S.Y.P.H.","Platz Da"
"TRMACPG128F42910D8",105.401,-7.654,0,"AGATHODAIMON","Novus Ordo Seclorum"
"TRMACPU128F4278BE3",233.247,-7.411,0,"Souls Of Mischief","Soundscience"
"TRMACQT128F9326D6D",160.674,-9.289,1,"Todd Snider","Travelin' Light"
"TRMACRF128F4260EEC",87.331,-14.745,1,"Gabriel Le Mar","Dub What You Want"
"TRMACRQ128F425E263",127.99,-9.515,1,"Nalin & Kane vs. Denis The Menace","Cruising"
"TRMACSC12903CC480E",85.819,-5.137,0,"Project 86","Hollow Again (Album Version)"
"TRMACSK128F145CA3F",62.364,-12.287,0,"Lee Morgan","Croquet Ballet"
"TRMACTH128F9313213",48.573,-22.747,0,"John Klemmer","Waterfall II"
"TRMACUQ128F930AEEF",152.047,-12.871,1,"L C","Stop No"
"TRMACUU128F422117D",151.5,-4.402,1,"Rusted Shut","Disease Of The Spirit"
"TRMACWC128F92F6E93",49.624,-14.913,1,"Rachel Unthank And The Winterset","Bonny At Morn"
"TRMACWQ12903CB00BE",82.448,-19.349,1,"Steve Miller / Lol Coxhill","In Memoriam: Meister Eckhart. From The Welfare State Epic of the Same name Starring Randolph Scott"
"TRMACXS12903CDB729",110.171,-11.574,0,"Zero Hour","I am Here"
"TRMACXW12903CCA1CD",109.063,-13.638,1,"Red Café","Cover Boy"
"TRMACYC12903CF6693",66.416,-24.188,1,"Enrico Caruso","Il Duca D'Alba: Angelo Casto E Bel"
"TRMACYG12903C9942F",146.337,-11.364,1,"6CycleMind","Landslide"
"TRMACZC128F428A600",83.609,-11.811,1,"So Sad Althea","Still I Wait"
"TRMACZD128F424577A",150.968,-9.261,1,"East Side Beat","So Good (Trivial Mix)"
"TRMACZK128F92E6478",119.975,-6.138,0,"Newcleus","Space Is The Place"
"TRMACZL128F92C2C3F",150.972,-16.815,1,"Leo Kottke;Michael Gordon","Whip"
"TRMACZQ128F4221DEB",79.047,-5.858,0,"Lowgold","Don't Let Love In"
"TRMACZS128F426E9B6",113.307,-11.648,1,"Telex","Rock Around The Clock"
"TRMACZZ128F423D70C",98.061,-8.434,1,"Litfiba","Bambino"
"TRMADAM12903CAF648",120.2,-9.874,0,"Al B. Sure!","Dedicate My All To You"
"TRMADBK128F4270FCB",129.99,-5.427,1,"The Radio Dept.","A Window"
"TRMADCP12903CDF8AF",169.387,-3.914,0,"Linea 77","Flussi Informativi"
"TRMADCW128F42AA78B",96.575,-9.001,1,"Foo Fighters","What If I Do?"
"TRMADDO128F9347DBA",194.321,-3.647,1,"Def Wish Cast","Head Messer"
"TRMADED128F424AE04",189.856,-9.891,1,"Quest","Keep Ya Kool"
"TRMADEO12903CF2294",123.316,-17.223,1,"Bascom Lamar Lunsford","Dry Bones"
"TRMADFR128F4259E33",135.473,-10.118,1,"Kill Switch& Klick","All Things To All People"
"TRMADGK128F9313A40",164.793,-9.982,1,"Doctor Butcher","The Chair"
"TRMADGO128F42481E9",141.477,-5.868,1,"The Fight Between Frames","Birth Of The Bull And The Labyrinth"
"TRMADGO128F930E3DD",70.961,-12.97,1,"Ernie Halter","Lighthouse (Live)"
"TRMADGT128F931FBDA",127.986,-7.18,0,"Anastasio Dum","P & P"
"TRMADGY128F425518F",165.693,-9.194,1,"Pointed Sticks","Automatic You"
"TRMADHI128F932E8E1",135.094,-7.639,0,"Busdriver","Sorry. Fuckers"
"TRMADIE12903CAC937",174.988,-5.243,0,"datA","Vice"
"TRMADII128F93330FE",88.089,-7.864,1,"Kankick","Black Agony ('99)"
"TRMADIJ128E078A313",142.471,-6.531,1,"B.B. King","Let The Good Times Roll"
"TRMADIM128F4272E41",100.804,-5.598,0,"Free Kitten","Roughshod"
"TRMADIO128F1497545",131.977,-6.288,1,"Bon Jovi","Who Says You Cant Go Home"
"TRMADJM128F4250FA8",198.122,-17.078,1,"Country Joe McDonald","Save The Whales!"
"TRMADJS128F9333824",215.865,-16.001,1,"The Black Keys","Junior's Widow"
"TRMADKD12903CB6F62",155.05,-7.306,1,"AP9","I'm That Nigga (feat. Bobby Valentino_ The Jacka & Fed-X)"
"TRMADKJ12903CF6972",126.015,-9.95,0,"Franck Roger","He's Everywhere"
"TRMADMA128F933AEB5",116.631,-17.414,0,"The Bobby McGees","Kabhi Khushi_ Khabie Gham"
"TRMADML128F932E3F7",123.992,-6.428,0,"Crystal","Einmal Sunn_ einmal Reg'n"
"TRMADMU128F42A56D7",148.005,-9.045,0,"Eivind Aarset","Sleeps With Fishes"
"TRMADNG128E079991E",118.256,-13.572,1,"David Ford","I Don't Care What You Call Me"
"TRMADOC128F9351D0C",151.93,-6.014,1,"Michael Franti & Spearhead","Nobody Right_ Nobody Wrong"
"TRMADOY128F4270BD4",163.975,-13.333,0,"Tierney Sutton","The Song is You"
"TRMADPJ128F42938D9",85.045,-4.819,1,"Sintax the Terrific","Fail Not"
"TRMADRF128E07937C9",95.868,-11.184,1,"Soundgarden","Mind Riot"
"TRMADRG128F933B748",88.116,-9.259,1,"The Dirty Dozen Brass Band","Wholy Holy"
"TRMADUS128F4274F2F",166.962,-9.281,1,"The Monroes","How Strong Is Your Love"
"TRMADUX128F428C1EC",95.09,-5.057,1,"Federation","My Rims [Radio Edit]"
"TRMADVC128F42682E6",125.982,-6.925,0,"Go Fish","Tonight (Parade Album Version)"
"TRMADVC128F93483D6",134.929,-9.524,1,"The Exciters","Reaching For The Best - Re-Recording"
"TRMADWV128F9303B07",126.322,-12.434,1,"José José","Gavilan O Paloma"
"TRMADZH128F14A0C8F",139.999,-4.634,1,"4 Elements","Planet Love (Club Mix)"
"TRMADZY128F92FF322",89.047,-5.328,1,"Allergic to Whores","Self Cleansing"
"TRMAEAY128F14A5431",143.626,-8.743,1,"JoAnn Campbell","I Ain't Got No Steady Date (LP Version)"
"TRMAEBR128F4283CD7",120.042,-13.488,1,"Vishwa Mohan Bhatt","Mountain Trail"
"TRMAECK12903CDC218",175.941,-5.281,1,"John Reuben","Jamboree (Album Version)"
"TRMAECS12903CE714C",90.608,-5.121,0,"Anthony B","Revolution [feat. K-Salaam]"
"TRMAECU128F4227334",116.586,-13.503,0,"Cibelle","About A Girl"
"TRMAEDC128E078184C",94.866,-13.864,1,"Sondre Lerche","Maybe You're Gone"
"TRMAEDK128F92F81FA",143.827,-11.22,1,"Peter Pupping","Here Comes The Sun"
"TRMAEFN128F42730DA",115.277,-5.326,1,"Sharko","Sugarboy"
"TRMAEFQ128F428C917",84.649,-4.921,1,"Chromeo","Bonafied Lovin (Teenagers Remix)"
"TRMAEFU128F427E721",197.519,-8.898,0,"The Crusaders","Chain Reaction"
"TRMAEGF128C7196CBD",104.604,-9.539,1,"Barrett Strong","I'll Make It Up To You"
"TRMAEGR128F14554A0",91.221,-5.633,0,"KT Tunstall","Another Place To Fall"
"TRMAEHE12903CFD03E",189.987,-7.514,0,"Dritte Wahl","Schaum auf der Ostsee"
"TRMAEHF128F427FDEC",172.594,-18.856,1,"Barbecue Bob","Waycross Georgia Blues"
"TRMAEHJ128F9304DB7",93.818,-13.229,0,"Consequence","Motivators (Remix)"
"TRMAEHV128F427ECE6",97.999,-6.904,1,"Albert Hammond Jr.","Everyone Gets A Star"
"TRMAEIF128F149F678",172.954,-14.788,1,"Inti Illimani","Tinku"
"TRMAEJR128F92F2178",82.001,-10.511,0,"Patti LaBelle","I Don't Go Shopping"
"TRMAEKF128F4213D0B",141.897,-16.455,1,"The Incredible String Band","Dear Old Battlefield"
"TRMAEKR128F428A587",106.3,-12.046,0,"US Army Field Band Jazz Ambassadors","I Hadn't Anyone 'Til You"
"TRMAELN128F145E295",135.038,-7.134,1,"Nine Inch Nails","Wish"
"TRMAEMF128F425C448",86.69,-13.209,1,"Sergio Denis","Un Poco Loco"
"TRMAEMM128F933675D",163.223,-11.5,1,"Richie Stephens","Since I Fell For You"
"TRMAENF128F4299546",129.654,-5.822,1,"Limi-T 21","El Tiempo Dira"
"TRMAENM12903CC9017",135.676,-20.266,1,"Steve Roach","Mysteries Continue"
"TRMAENR128EF35EB74",147.969,-8.537,0,"Mechanical Poet","Old Year's Merry Funeral"
"TRMAENR128F423C16D",112.29,-15.475,1,"The Mar-Keys","Grab This Thing (Live Concert In Paris_ 1967)"
"TRMAENT128EF34F59D",175.154,-5.626,0,"LITE","Recollection"
"TRMAEOI12903D07444",199.889,-9.832,0,"Bentley Rhythm Ace","How'd I Do Dat (Stanton Warriors Dub)"
"TRMAEOV12903D0FCEE",105.504,-6.168,1,"Kiprich","Where Is My Girl"
"TRMAEOX12903CF4023",124.993,-10.455,1,"Botz And Flydrums","Celtic Rain"
"TRMAEQF128F425F1A2",122.006,-5.002,1,"The Hoosiers","Ruby Blue"
"TRMAERR12903CF4C05",124.576,-12.252,1,"Clyde McPhatter","Try Try Baby"
"TRMAESG128F4288928",96.985,-4.27,0,"Snowgoons","Man Of The Year"
"TRMAETE128E079387C",99.219,-7.082,0,"The Brian Setzer Orchestra","The Dirty Boogie"
"TRMAETJ128F9304ACF",123.711,-25.767,0,"Luciano Berio","Opus Number Zoo # 2: Il Cavallo"
"TRMAETO128F42354EB",84.782,-16.704,1,"Walter Horton","Careless Love"
"TRMAEUA128F4267D92",94.158,-2.579,0,"Belen Arjona","No vendas sueños"
"TRMAEUC128F933BA5E",163.976,-6.683,1,"Fantan Mojah","Rising (Album Version)"
"TRMAEUQ12903CCACAD",175.992,-8.613,0,"Grav","Riviré"
"TRMAEUV128F93145E3",111.738,-13.568,1,"Her Space Holiday","Manic Expressive (enter)"
"TRMAEUV12903CEDEEE",98.45,-1.74,1,"Razors Edge","Short # Sick"
"TRMAEVH128F428647D",116.936,-3.688,0,"Black Stone Cherry","Blind Man"
"TRMAEVU128F9306C99",125.008,-7.708,0,"Peter Martin","Running Out Of Breath"
"TRMAEWO12903C9DD68",87.998,-15.156,0,"Intro","Don't Leave Me (LP Version)"
"TRMAEZC128F424C448",129.993,-15.626,1,"Bobby ""Blue"" Bland","Heart_ Open Up Again"
"TRMAEZO128F92E3644",73.189,-10.697,1,"Nelson Rangell","Cherokee"
"TRMAEZP12903CD7F70",141.319,-4.382,1,"Canteca de macao","Contigo (version Cachai)"
"TRMAFAV128F42948F4",173.032,-12.542,1,"The Harvard Lampoon Comedians","The Women of James Arbuckle"
"TRMAFBM12903D0C8E0",127.987,-5.756,0,"Ron Van Den Beuken","Her Tears (Namira)"
"TRMAFBP128F92C5661",91.021,-5.381,0,"LSG","What About Me (LP Version)"
"TRMAFBZ128F9321BB2",57.303,-11.014,0,"Jeru The Damaja","Rize"
"TRMAFDC12903C9E2B6",113.076,-14.808,0,"Chava Alberstein","Love or Being Loved"
"TRMAFDY128EF34DC9E",115.462,-9.082,1,"Syreeta","Keep Him Like He Is"
"TRMAFES12903CDC250",99.972,-5.777,0,"Peekaboo","I Pretend"
"TRMAFFF128F92EF219",133.595,-24.136,1,"Reba McEntire / Brian Stokes Mitchell","So When You Joined The Navy..."
"TRMAFFL128F93408BF",80.767,-21.394,1,"Bram Vermeulen","Stil (Album Version)"
"TRMAFFZ128F931F7E5",111.02,-23.309,0,"Rolfe Kent","There is No Mission / The Goat Lab"
"TRMAFGY128F422C450",107.553,-15.448,1,"Niño De Marchena","De La Marina Mi Arma"
"TRMAFHF128F422B8BF",169.008,-4.957,1,"Christina Milian","Dip It Low"
"TRMAFHR128F930B1DF",147.904,-6.145,1,"Devin Townsend Band","Sunday afternoon"
"TRMAFHW12903CB3CA1",61.72,-9.109,1,"Gran Coquivacoa_ Neguito Borjas","La sortija"
"TRMAFIK12903CF5C86",98.903,-19.56,0,"Gerald Veasley","Six P.M."
"TRMAFIS12903CF0EDE",122.795,-6.802,1,"Denise Lasalle","Dirty Old Woman"
"TRMAFIW128F933383B",180.362,-4.513,1,"Today Forever","The Dirty Details"
